"LOINC_NUM","LONG_COMMON_NAME"
"78012-2","Streptococcus pyogenes Ag [Presence] in Throat by Rapid immunoassay"
"78013-0","HLA-A and B and DRB and DQB1 panel [Type] - Blood or Tissue by Low resolution"
"7801-4","Phospholipid IgG Ab [Units/volume] in Serum"
"78014-8","HLA-A [Type] by Low resolution"
"78015-5","HLA-B [Type] by Low resolution"
"78016-3","HLA-DRB [Type] by Low resolution"
"78017-1","HLA-DQB1 [Type] by Low resolution"
"78018-9","Toscana virus IgG Ab [Presence] in Cerebral spinal fluid by Immunoassay"
"78019-7","Toscana virus IgM Ab [Presence] in Cerebral spinal fluid by Immunoassay"
"78020-5","Admission priority [NHCS]"
"78021-3","Specialty care unit Type [NHCS]"
"7802-2","Phospholipid IgM Ab [Units/volume] in Serum"
"78022-1","Care setting Facility [NHCS]"
"78023-9","Deprecated Hospital discharge disposition [NHCS]"
"78024-7","Deprecated ED discharge disposition [NHCS]"
"78025-4","Outpatient visit discharge disposition [NHCS]"
"78026-2","Diagnosis present on admission"
"78027-0","Follow-up attempt within 24 hours"
"78028-8","Follow-up attempt outcome [NHCS]"
"78029-6","Patient Point of origin [NHCS]"
"7803-0","Acanthamoeba sp Ab [Presence] in Serum"
"78030-4","Episode of care Type"
"78031-2","CTA Abdominal Aorta and Bilateral Runoff Vessels WO and W contrast IV"
"78032-0","CTA Thoracic and Abdominal Aorta and Bilateral Runoff Vessels WO and W contrast IV"
"78033-8","Hospital stay duration"
"78034-6","Procedure that confirmed birth defect diagnosis"
"78035-3","Fibers [Presence] in Body fluid"
"78036-1","Fibers [Presence] in Urine"
"78037-9","CTA Abdominal Aorta and Bilateral Runoff Vessels W contrast IV"
"78038-7","CTA Thoracic and Abdominal Aorta and Bilateral Runoff Vessels W contrast IV"
"78039-5","Discharge teaching note"
"78040-3","FISH probe target gene [Identifier] in Laboratory device"
"78041-1","FISH probe target locus [Identifier] in Laboratory device"
"78042-9","Vendor FISH product name [Identifier] in Blood or Tissue"
"78043-7","Deprecated Gene mutations tested for in Blood or Tissue by Molecular genetics method Nominal"
"78044-5","Disease assessed [Identifier] Blood or Tissue"
"78045-2","Disease analysis overall interpretation Blood or Tissue Narrative"
"78046-0","Pharmacogenomic analysis basic associated observations panel - Blood or Tissue"
"78047-8","Cortisol [Moles/volume] in Serum or Plasma --24 hour post XXX challenge"
"7804-8","Actinomyces sp Ab [Units/volume] in Serum"
"78048-6","Are you able to dress yourself, including tying shoelaces and buttoning your clothes [PROMIS]"
"78049-4","Are you able to run or jog for two miles (3 km) [PROMIS]"
"78050-2","Are you able to get up from the floor from lying on your back without help [PROMIS]"
"78051-0","Are you able to run at a fast pace for two miles (3 km) [PROMIS]"
"78052-8","Does your health now limit you in hiking a couple of miles (3 km) on uneven surfaces, including hills [PROMIS]"
"78053-6","Are you able to carry two bags filled with groceries 100 yards (100 m) [PROMIS]"
"78054-4","Are you able to lift 10 pounds (5 kg) above your shoulder [PROMIS]"
"7805-5","Adenovirus Ab [Units/volume] in Serum"
"78055-1","Are you able to reach and get down a 5 pound (2 kg) object from above your head [PROMIS]"
"78056-9","Are you able to lift one pound (0.5 kg) to shoulder level without bending your elbow [PROMIS]"
"78057-7","Are you able to walk a block (about 100 m) on flat ground [PROMIS]"
"78058-5","Are you able to run five miles (8 km) [PROMIS]"
"78059-3","Deprecated Does your health now limit you in climbing several flights of stairs [PROMIS]"
"78060-1","Deprecated Does your health now limit you in doing two hours of physical labor [PROMIS]"
"78061-9","Are you able to run 100 yards (100 m) [PROMIS]"
"78062-7","Are you able to run ten miles (16 km) [PROMIS]"
"7806-3","Ascaris lumbricoides Ab [Units/volume] in Serum"
"78063-5","Deprecated Does your health now limit you in doing eight hours of physical labor [PROMIS]"
"78064-3","Does your health now limit you in walking more than a mile (1.6 km) [PROMIS]"
"78065-0","Deprecated Does your health now limit you in climbing one flight of stairs [PROMIS]"
"78066-8","Are you able to sit on and get up from the toilet [PROMIS]"
"78067-6","Deprecated Does your health now limit you in getting in and out of the bathtub [PROMIS]"
"78068-4","Deprecated Does your health now limit you in walking about the house [PROMIS]"
"78069-2","I could pick up coins from a table in past 7 days [PROMIS.PEDS]"
"780-7","Deprecated Promyelocytes [#/volume] in Blood by Automated count"
"78070-0","I could wash my hair by myself in past 7 days [PROMIS.PEDS]"
"7807-1","Aspergillus sp Ab [Units/volume] in Serum"
"78071-8","I could put beads on a string in past 7 days [PROMIS.PEDS]"
"78072-6","I could comb my hair by myself in past 7 days [PROMIS.PEDS]"
"78073-4","I could thread a needle in past 7 days [PROMIS.PEDS]"
"78074-2","I could jump up and down in past 7 days [PROMIS.PEDS]"
"78075-9","I needed to sleep during the day in past 7 days [PROMIS.PEDS]"
"78076-7","I was too tired to eat in past 7 days [PROMIS.PEDS]"
"78077-5","Being tired made it hard for me to remember things in past 7 days [PROMIS.PEDS]"
"78078-3","I felt tired even when I had not done anything in past 7 days [PROMIS.PEDS]"
"78079-1","I felt sad for no reason in past 7 days [PROMIS.PEDS]"
"78081-7","Are you able to carry a heavy object (over 10 pounds or 5 kg) [PROMIS]"
"78082-5","Are you able to pull heavy objects (10 pounds or 5 kg) towards yourself [PROMIS]"
"78083-3","I felt really respected by my family in past 4 weeks [PROMIS.PEDS]"
"78084-1","I felt important in my family in past 4 weeks [PROMIS.PEDS]"
"78085-8","I felt my family believed in me in past 4 weeks [PROMIS.PEDS]"
"78086-6","My family was interested in what I was doing in past 4 weeks [PROMIS.PEDS]"
"78087-4","People in my family made me feel good about myself in past 4 weeks [PROMIS.PEDS]"
"78088-2","I felt totally accepted by my family in past 4 weeks [PROMIS.PEDS]"
"7808-9","Aspergillus sp Ab [Presence] in Serum"
"78089-0","I felt that my family understood me in past 4 weeks [PROMIS.PEDS]"
"78090-8","I could depend on my family in past 4 weeks [PROMIS.PEDS]"
"78091-6","I got the support I needed from my family in past 4 weeks [PROMIS.PEDS]"
"78092-4","I knew what I could expect from others in my family in past 4 weeks [PROMIS.PEDS]"
"78093-2","I got all the help I needed from my family in past 4 weeks [PROMIS.PEDS]"
"78094-0","I could talk to someone in my family if something was bothering me in past 4 weeks [PROMIS.PEDS]"
"78095-7","I could talk to someone in my family about my problems in past 4 weeks [PROMIS.PEDS]"
"78096-5","I knew my family would help me if I needed it in past 4 weeks [PROMIS.PEDS]"
"7809-7","Astrovirus [Presence] in Stool by Electron microscopy"
"78097-3","I felt that I could trust the people in my family in past 4 weeks [PROMIS.PEDS]"
"78098-1","I could trust others in my family in past 4 weeks [PROMIS.PEDS]"
"78099-9","My family treated me fairly in past 4 weeks [PROMIS.PEDS]"
"78100-5","I knew that my family would be there if I needed them in past 4 weeks [PROMIS.PEDS]"
"78101-3","I felt everyone in my family loved me in past 4 weeks [PROMIS.PEDS]"
"78102-1","Everyone in my family loved each other in past 4 weeks [PROMIS.PEDS]"
"78103-9","I felt loved by my family in past 4 weeks [PROMIS.PEDS]"
"78104-7","My family showed that they cared about me in past 4 weeks [PROMIS.PEDS]"
"7810-5","Astrovirus Ag [Presence] in Stool by Immunoassay"
"78105-4","I felt I really belonged in my family in past 4 weeks [PROMIS.PEDS]"
"78106-2","I felt I had a strong relationship with my family in past 4 weeks [PROMIS.PEDS]"
"78107-0","I felt very close to my family in past 4 weeks [PROMIS.PEDS]"
"78108-8","It was easy to be close to everyone in my family in past 4 weeks [PROMIS.PEDS]"
"78109-6","I felt a sense of togetherness with my family in past 4 weeks [PROMIS.PEDS]"
"78110-4","I believed in helping my family, no matter what in past 4 weeks [PROMIS.PEDS]"
"78111-2","I wanted to help my family however I could in past 4 weeks [PROMIS.PEDS]"
"78112-0","I felt that I had similar values and beliefs as others in my family in past 4 weeks [PROMIS.PEDS]"
"7811-3","Astrovirus RNA [Presence] in Serum by NAA with probe detection"
"78113-8","I could rely on my family in past 4 weeks [PROMIS.PEDS]"
"78114-6","I felt really important to my family in past 4 weeks [PROMIS.PEDS]"
"78115-3","People in my family helped each other in past 4 weeks [PROMIS.PEDS]"
"78116-1","I felt that my family really respected me in past 4 weeks [PROMIS.PEDS]"
"78117-9","I could talk to someone in my family if I needed to in past 4 weeks [PROMIS.PEDS]"
"78118-7","Everyone in my family could be completely trusted in past 4 weeks [PROMIS.PEDS]"
"78119-5","Everyone in my family loved me in past 4 weeks [PROMIS.PEDS]"
"78120-3","I felt that my family loved me in past 4 weeks [PROMIS.PEDS]"
"7812-1","Babesia microti Ab [Units/volume] in Serum"
"78123-7","My child felt really respected by our family in past 4 weeks [PROMIS.PARENTPROXY]"
"78124-5","My child felt important in our family in past 4 weeks [PROMIS.PARENTPROXY]"
"78125-2","My child felt that our family believed in him or her in past 4 weeks [PROMIS.PARENTPROXY]"
"78126-0","My child knew our family was interested in what he or she was doing in past 4 weeks [PROMIS.PARENTPROXY]"
"78127-8","People in our family made my child feel good about himself or herself in past 4 weeks [PROMIS.PARENTPROXY]"
"78128-6","My child felt totally accepted by our family in past 4 weeks [PROMIS.PARENTPROXY]"
"78129-4","My child felt that our family understood him or her in past 4 weeks [PROMIS.PARENTPROXY]"
"78130-2","My child felt he or she could depend on our family in past 4 weeks [PROMIS.PARENTPROXY]"
"78131-0","My child felt he or she got the support he or she needed from our family in past 4 weeks [PROMIS.PARENTPROXY]"
"78132-8","My child knew what he or she could expect from others in our family in past 4 weeks [PROMIS.PARENTPROXY]"
"78133-6","My child felt he or she got all the help he or she needed from our family in past 4 weeks [PROMIS.PARENTPROXY]"
"78134-4","My child felt he or she could talk to someone in our family if something was bothering him or her in past 4 weeks [PROMIS.PARENTPROXY]"
"78135-1","My child knew he or she could talk to someone in our family about his or her problems in past 4 weeks [PROMIS.PARENTPROXY]"
"78136-9","My child knew our family would help if he or she needed it in past 4 weeks [PROMIS.PARENTPROXY]"
"78137-7","My child felt that he or she could trust the people in our family in past 4 weeks [PROMIS.PARENTPROXY]"
"78138-5","My child knew he or she could trust others in our family in past 4 weeks [PROMIS.PARENTPROXY]"
"7813-9","Babesia sp Ab [Units/volume] in Serum"
"78139-3","My child felt our family treated him or her fairly in past 4 weeks [PROMIS.PARENTPROXY]"
"78140-1","My child knew that our family would be there if he or she needed them in past 4 weeks [PROMIS.PARENTPROXY]"
"78141-9","My child felt everyone in our family loved him or her in past 4 weeks [PROMIS.PARENTPROXY]"
"78142-7","My child felt everyone in our family loved each other in past 4 weeks [PROMIS.PARENTPROXY]"
"78143-5","My child felt loved by our family in past 4 weeks [PROMIS.PARENTPROXY]"
"78144-3","My child felt that our family showed that they cared about him or her in past 4 weeks [PROMIS.PARENTPROXY]"
"78145-0","My child felt he or she really belonged in our family in past 4 weeks [PROMIS.PARENTPROXY]"
"78146-8","My child felt he or she had a strong relationship with our family in past 4 weeks [PROMIS.PARENTPROXY]"
"7814-7","Bacillus anthracis Ab [Units/volume] in Serum"
"78147-6","My child felt very close to our family in past 4 weeks [PROMIS.PARENTPROXY]"
"78148-4","My child felt it was easy for him or her to be close to everyone in our family in past 4 weeks [PROMIS.PARENTPROXY]"
"78149-2","My child felt a sense of togetherness with our family in past 4 weeks [PROMIS.PARENTPROXY]"
"781-5","Promyelocytes [#/volume] in Blood by Manual count"
"78150-0","My child believed in helping our family, no matter what in past 4 weeks [PROMIS.PARENTPROXY]"
"78151-8","My child wanted to help our family however he or she could in past 4 weeks [PROMIS.PARENTPROXY]"
"78152-6","My child felt that he or she had similar values and beliefs as others in our family in past 4 weeks [PROMIS.PARENTPROXY]"
"78153-4","My child knew he or she could rely on our family in past 4 weeks [PROMIS.PARENTPROXY]"
"7815-4","Bartonella henselae IgG Ab [Units/volume] in Serum by Immunoassay"
"78154-2","My child felt he or she was really important to our family in past 4 weeks [PROMIS.PARENTPROXY]"
"78155-9","My child felt that people in our family helped each other in past 4 weeks [PROMIS.PARENTPROXY]"
"78156-7","My child felt that our family really respected him or her in past 4 weeks [PROMIS.PARENTPROXY]"
"78157-5","My child knew he or she could talk to someone in our family if he or she needed to in past 4 weeks [PROMIS.PARENTPROXY]"
"78158-3","My child knew that everyone in our family could be completely trusted in past 4 weeks [PROMIS.PARENTPROXY]"
"78159-1","My child knew everyone in our family loved him or her in past 4 weeks [PROMIS.PARENTPROXY]"
"78160-9","My child felt that our family loved him or her in past 4 weeks [PROMIS.PARENTPROXY]"
"78161-7","PROMIS pediatric item bank - physical function - upper extremity - version 2.0"
"7816-2","Blastomyces dermatitidis Ab [Presence] in Serum"
"78162-5","It was hard for me to be away from home because I had pain in past 7 days [PROMIS.PEDS]"
"78163-3","It was hard to have fun with friends because I was in pain in past 7 days [PROMIS.PEDS]"
"78164-1","I needed help walking when I was in pain in past 7 days [PROMIS.PEDS]"
"78165-8","I walked carefully when I was in pain in past 7 days [PROMIS.PEDS]"
"78166-6","My pain was so bad that I needed to take medicine to treat it in past 7 days [PROMIS.PEDS]"
"78167-4","It was hard to do things with my family because I had pain in past 7 days [PROMIS.PEDS]"
"78168-2","I felt too nervous to be with a group of kids my age in past 7 days [PROMIS.PEDS]"
"78169-0","I worried that something might happen to my parents or guardians in past 7 days [PROMIS.PEDS]"
"7817-0","Borrelia burgdorferi IgG Ab [Units/volume] in Serum"
"78170-8","PROMIS pediatric short form - emotional distress - anxiety 8b - version 1.1 raw score"
"78171-6","I was angry when things didn't go my way in past 7 days [PROMIS.PEDS]"
"78172-4","I wanted to be alone because I was so angry in past 7 days [PROMIS.PEDS]"
"78173-2","I was so mad I did not want to talk to people in past 7 days [PROMIS.PEDS]"
"78174-0","I had a bad temper in past 7 days [PROMIS.PEDS]"
"78175-7","Right ventricular Fractional area change by US 2D"
"78176-5","Aorta root Diameter by US 2D"
"78177-3","Aortic valve Mean regurgitant pressure gradient during diastole by US.doppler+Calculated by simplified Bernoulli"
"78178-1","Mitral valve Mean regurgitant pressure gradient by US.doppler"
"78179-9","Mitral valve Orifice area by US.2D+Measured by planimetry"
"78180-7","Right ventricular Intrachamber.systole.max by US.doppler"
"78181-5","Pulmonic valve Regurgitant velocity during diastolic rapid inflow by US.doppler"
"78182-3","Pulmonic valve Maximum regurgitant pressure gradient during diastole by US.doppler"
"78183-1","Pulmonic valve Stenosis degree by US"
"78184-9","Pulmonary vein A-wave duration by Ultrasound.doppler.PW"
"78185-6","Mitral valve medial annulus Tissue velocity.E-wave.max by US.tissue doppler"
"78186-4","Mitral valve lateral annulus Tissue velocity.E-wave.max by US.tissue doppler"
